PRCSCITYPOINT_BSSHNM,INDUTY_CD_NM,LCNS_NO,DSPS_DCSNDT,DSPS_BGNDT,DSPS_ENDDT,DSPS_TYPECD_NM,VILTCN,ADDR,TELNO,PRSDNT_NM,DSPSCN,LAWORD_CD_NM,PUBLIC_DT,LAST_UPDT_DTM,DSPS_INSTTCD_NM,DSPSDTLS_SEQ,sido,sigungu,disposition_decision_date
피아이그룹,건강기능식품일반판매업,20230634540,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 동남구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 17:41:56.43,충청남도 천안시,4683957,충청남도,충청남도 천안시,2025-10-29
주식회사라움,건강기능식품일반판매업,20210456974,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 서북구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 18:41:06.321,충청남도 천안시,4683992,충청남도,충청남도 천안시,2025-10-29
나라사랑비전허브,건강기능식품일반판매업,20230634239,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 동남구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 17:41:56.43,충청남도 천안시,4683958,충청남도,충청남도 천안시,2025-10-29
훼밀리,단란주점,19960627995,20251029,20251029,-,영업허가·등록취소,(20250624)영업시설물 전부 철거,제주특별자치도 제주시,,,영업허가ㆍ등록취소,식품위생법 제36조(시설기준),2027-10-28 00:00:00.0,2025-10-31 13:40:55.655,제주특별자치도 제주시,4692481,제주특별자치도,제주특별자치도 제주시,2025-10-29
농업회사법인주식회사바이오한젠,건강기능식품유통전문판매업,20200457238,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 서북구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 17:41:56.43,충청남도 천안시,4683993,충청남도,충청남도 천안시,2025-10-29
엠엠에이스토어,건강기능식품일반판매업,20160452158,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 서북구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 18:41:06.321,충청남도 천안시,4683984,충청남도,충청남도 천안시,2025-10-29
비픽스컴퍼니,건강기능식품유통전문판매업,20220626561,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 서북구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 17:41:56.43,충청남도 천안시,4683987,충청남도,충청남도 천안시,2025-10-29
오레오마켓,건강기능식품일반판매업,20220627177,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 서북구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 17:41:56.43,충청남도 천안시,4683972,충청남도,충청남도 천안시,2025-10-29
애터미(주),건강기능식품일반판매업,20180456563,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 동남구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 17:41:56.43,충청남도 천안시,4683968,충청남도,충청남도 천안시,2025-10-29
주식회사명성헬스케어,건강기능식품일반판매업,20180205922,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 동남구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 17:41:56.43,충청남도 천안시,4683945,충청남도,충청남도 천안시,2025-10-29
신세계충청점얌이밀,건강기능식품일반판매업,20190457102,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 동남구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 17:41:56.43,충청남도 천안시,4683928,충청남도,충청남도 천안시,2025-10-29
원푸드라이프,건강기능식품일반판매업,20200456089,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 서북구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 17:41:56.43,충청남도 천안시,4683973,충청남도,충청남도 천안시,2025-10-29
초콜릿,유흥주점영업,19860627123,20251029,20251029,-,영업허가·등록취소,(20250624)영업시설물 전부철거 및 사업자등록 폐업,제주특별자치도 제주시,,,영업허가ㆍ등록취소,식품위생법 제36조(시설기준),2027-10-28 00:00:00.0,2025-10-31 13:40:55.655,제주특별자치도 제주시,4692479,제주특별자치도,제주특별자치도 제주시,2025-10-29
인생커피,건강기능식품일반판매업,20210456317,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 서북구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 17:41:56.43,충청남도 천안시,4683982,충청남도,충청남도 천안시,2025-10-29
명성헬스케어겅강기능식품협동조합,건강기능식품일반판매업,20200456789,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 동남구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 17:41:56.43,충청남도 천안시,4688896,충청남도,충청남도 천안시,2025-10-29
품앗이,건강기능식품일반판매업,20200456669,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 서북구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 17:41:56.43,충청남도 천안시,4683981,충청남도,충청남도 천안시,2025-10-29
주식회사천연,건강기능식품일반판매업,20200457299,20251029,20251029,-,영업소폐쇄,(20250624)영업시설물멸실,충청남도 천안시 동남구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2027-10-28 00:00:00.0,2025-10-28 17:41:56.43,충청남도 천안시,4683960,충청남도,충청남도 천안시,2025-10-29
양주팜농축산,식육즉석판매가공업,20200389075,20251030,-,-,영업소폐쇄,(20251030)1) 영업시설의 전부를 철거한 경우(시설 없이 영업신고를 한 경우를 포함한다),경기도 양주시,,,영업소폐쇄,축산물 위생관리법 제27조(허가의 취소 등) 1항,2027-10-29 00:00:00.0,2025-10-30 14:52:47.0,경기도 양주시,4692586,경기도,경기도 양주시,2025-10-30
축산물 도매 센타,축산물판매업-식육판매업,20010228056,20251030,-,-,영업소폐쇄,(20250911)축산물 위생관리법 제27조 3항에 따른 영업허가취소 또는 영업소 폐쇄,전남광주통합특별시 광산구,,,영업소폐쇄,축산물 위생관리법 제24조(영업의 신고) 2항,2027-10-29 00:00:00.0,2026-07-01 00:55:46.815,전남광주통합특별시 광산구,4693130,전남광주통합특별시,전남광주통합특별시 광산구,2025-10-30
조훈유통,축산물판매업-식육판매업,20130228002,20251030,-,-,영업소폐쇄,(20250911)1) 영업시설의 전부를 철거한 경우(시설 없이 영업신고를 한 경우를 포함한다),전남광주통합특별시 광산구,,,영업소폐쇄,축산물 위생관리법 제24조(영업의 신고) 2항,2027-10-29 00:00:00.0,2026-07-01 00:55:46.815,전남광주통합특별시 광산구,4693129,전남광주통합특별시,전남광주통합특별시 광산구,2025-10-30
양주골 오리,식육포장처리업,20080370381,20251030,-,-,영업허가·등록취소,(20250805)아. 생산·가공업자등이 「부가가치세법」 제8조에 따라 관할 세무서장에게 폐업 신고를 하거나 관할 세무서장이 사업자등록을 말소한 경우,경기도 양주시,,,영업허가취소(축산물위생관리법),축산물 위생관리법 제27조(허가의 취소 등) 3항,2027-10-29 00:00:00.0,2025-10-30 14:04:18.0,경기도 양주시,4692574,경기도,경기도 양주시,2025-10-30
청신센타,식육즉석판매가공업,20220299298,20251030,-,-,영업소폐쇄,(20250911)1) 영업시설의 전부를 철거한 경우(시설 없이 영업신고를 한 경우를 포함한다),전남광주통합특별시 광산구,,,영업소폐쇄,축산물 위생관리법 제24조(영업의 신고) 2항,2027-10-29 00:00:00.0,2026-07-01 00:55:46.815,전남광주통합특별시 광산구,4693128,전남광주통합특별시,전남광주통합특별시 광산구,2025-10-30
주식회사 청정계,식육포장처리업,20040370487,20251030,-,-,영업허가·등록취소,(20250805)1) 영업시설의 전부를 철거한 경우(시설 없이 영업신고를 한 경우를 포함한다),경기도 양주시,,,영업허가취소(축산물위생관리법),축산물 위생관리법 제27조(허가의 취소 등) 1항,2027-10-29 00:00:00.0,2025-10-30 14:25:06.0,경기도 양주시,4692578,경기도,경기도 양주시,2025-10-30
화인유통,축산물보관업,20140370413,20251030,-,-,영업허가·등록취소,(20250805)아. 생산·가공업자등이 「부가가치세법」 제8조에 따라 관할 세무서장에게 폐업 신고를 하거나 관할 세무서장이 사업자등록을 말소한 경우,경기도 양주시,,,영업허가취소(축산물위생관리법),축산물 위생관리법 제27조(허가의 취소 등) 3항,2027-10-29 00:00:00.0,2025-10-30 14:48:47.0,경기도 양주시,4692588,경기도,경기도 양주시,2025-10-30
주식회사 돈앤우농축산,축산물판매업-식육판매업,20130320975,20251030,-,-,영업소폐쇄,(20240906)7. 법 제27조제3항제1호를 위반하여 정당한 사유 없이 6개월 이상 계속하여 휴업한 경우,경기도 고양시 일산동구,,,영업소폐쇄,축산물 위생관리법 제27조(허가의 취소 등) 3항1호,2027-10-29 00:00:00.0,2025-12-23 10:45:11.0,경기도 고양시,4701444,경기도,경기도 고양시,2025-10-30
(주)청정계,축산물판매업-축산물유통전문판매업,20130370479,20251030,-,-,영업소폐쇄,(20250805)1) 영업시설의 전부를 철거한 경우(시설 없이 영업신고를 한 경우를 포함한다),경기도 양주시,,,영업소폐쇄,축산물 위생관리법 제27조(허가의 취소 등) 1항,2027-10-29 00:00:00.0,2025-10-30 14:47:13.0,경기도 양주시,4692587,경기도,경기도 양주시,2025-10-30
(주)농업회사법인 노브팍,축산물판매업-축산물유통전문판매업,20180336707,20251030,-,-,영업소폐쇄,(20241219)1) 영업시설의 전부를 철거한 경우(시설 없이 영업신고를 한 경우를 포함한다),경기도 고양시 일산동구,,,영업소폐쇄,축산물 위생관리법 제24조(영업의 신고) 1항,2027-10-29 00:00:00.0,2025-12-23 10:50:45.0,경기도 고양시,4701510,경기도,경기도 고양시,2025-10-30
(주)대성에프앤비,식육포장처리업,20210389932,20251030,-,-,영업허가·등록취소,(20250805)아. 생산·가공업자등이 「부가가치세법」 제8조에 따라 관할 세무서장에게 폐업 신고를 하거나 관할 세무서장이 사업자등록을 말소한 경우,경기도 양주시,,,영업허가취소(축산물위생관리법),축산물 위생관리법 제27조(허가의 취소 등) 3항,2027-10-29 00:00:00.0,2025-10-30 14:50:16.0,경기도 양주시,4692575,경기도,경기도 양주시,2025-10-30
주식회사 청연,식육포장처리업,20160370379,20251030,-,-,영업허가·등록취소,(20250805)아. 생산·가공업자등이 「부가가치세법」 제8조에 따라 관할 세무서장에게 폐업 신고를 하거나 관할 세무서장이 사업자등록을 말소한 경우,경기도 양주시,,,영업허가취소(축산물위생관리법),축산물 위생관리법 제27조(허가의 취소 등) 3항,2027-10-29 00:00:00.0,2025-10-30 14:50:48.0,경기도 양주시,4692576,경기도,경기도 양주시,2025-10-30
주식회사구은비앤비,식육포장처리업,20120370524,20251030,-,-,영업허가·등록취소,(20250805)아. 생산·가공업자등이 「부가가치세법」 제8조에 따라 관할 세무서장에게 폐업 신고를 하거나 관할 세무서장이 사업자등록을 말소한 경우,경기도 양주시,,,영업허가취소(축산물위생관리법),축산물 위생관리법 제27조(허가의 취소 등) 3항,2027-10-29 00:00:00.0,2025-10-30 14:50:32.0,경기도 양주시,4692577,경기도,경기도 양주시,2025-10-30
카페 어웨이크(cafe awake),휴게음식점,20180199703,20251031,20251031,-,영업소폐쇄,(20250829)영업시설의 전부를 철거한 경우,인천광역시 연수구,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2027-10-30 00:00:00.0,2026-07-01 00:55:46.815,인천광역시 연수구,4692242,인천광역시,인천광역시 연수구,2025-10-31
IGA용인FC점(아이지에이FC점),휴게음식점,20210364685,20251031,20251031,-,영업소폐쇄,(20250827)시설물 멸실,경기도 용인시 처인구,,,영업소폐쇄,식품위생법 제37조(영업허가 등),2027-10-30 00:00:00.0,2025-11-06 17:41:59.609,경기도 용인시 처인구,4692370,경기도,경기도 용인시,2025-10-31
이마트24 용인고림점,휴게음식점,20230491874,20251031,20251031,-,영업소폐쇄,(20250822)시설물 멸실,경기도 용인시 처인구,,,영업소폐쇄,식품위생법 제37조(영업허가 등),2027-10-30 00:00:00.0,2025-11-06 17:41:59.609,경기도 용인시 처인구,4692372,경기도,경기도 용인시,2025-10-31
(주)한중무역,건강기능식품일반판매업,20220483446,20251031,20251031,-,영업소폐쇄,(20250818)시설물 멸실,경기도 용인시 처인구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2027-10-30 00:00:00.0,2025-11-06 17:41:59.609,경기도 용인시 처인구,4692352,경기도,경기도 용인시,2025-10-31
주식회사농민식자재마트,즉석판매제조가공업,20190364587,20251031,20251031,-,영업소폐쇄,(20250826)시설물 멸실,경기도 용인시 처인구,,,영업소폐쇄,식품위생법 제37조(영업허가 등),2027-10-30 00:00:00.0,2025-11-06 17:41:59.609,경기도 용인시 처인구,4692371,경기도,경기도 용인시,2025-10-31
(주)푸드야식품,수입식품등 수입판매업,20060347141,20251101,20251101,-,영업허가·등록취소,"(20241008)수입식품 ‘FROZEN ROAST MARINATED(냉동 로스트 마리네이드 토마토), FRIDE GARLIC CRUSH(갈릭 크러쉬)’ 제품의 소비기한을 변조(연장)한 사실이 있음.  
,
(20241008)① 소비기한이 경과된 수입식품 ‘FROZEN ROAST MARINATED(냉동 로스트 마리네이드 토마토)’을 판매하고, 영업장에 보관한 사실이 있음. 
② 소비기한이 경과된 수입식품 ‘FRIDE GARLIC CRUSH(갈릭 크러쉬)’ 을 판매 한 사실이 있음.",경기도 용인시 처인구,,,영업등록취소(2025. 11. 1.)와 해당 제품 폐기,"식품 등의 표시·광고에 관한 법률 제8조(부당한 표시 또는 광고행위의 금지) 1항,
수입식품안전관리 특별법 제18조(영업자 준수사항) 1항",2027-10-31 00:00:00.0,2025-11-01 10:40:57.965,경인청,4692812,경기도,경기도 용인시,2025-11-01
카스뮤직바,일반음식점,20180325179,20251103,20251103,-,영업소폐쇄,(20250331)영업 시설물 전부 철거,경기도 동두천시,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-02 00:00:00.0,2025-11-19 15:41:05.355,경기도 동두천시,4695467,경기도,경기도 동두천시,2025-11-03
생연동아지트,일반음식점,20180325259,20251103,20251103,-,영업소폐쇄,(20250331)영업 시설물 전부 철거,경기도 동두천시,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-02 00:00:00.0,2025-11-19 14:41:50.828,경기도 동두천시,4695450,경기도,경기도 동두천시,2025-11-03
감성주의,일반음식점,20190325145,20251103,20251103,-,영업소폐쇄,(20250331)영업 시설물 전부 철거,경기도 동두천시,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-02 00:00:00.0,2025-11-19 15:41:05.355,경기도 동두천시,4695470,경기도,경기도 동두천시,2025-11-03
평양탕집,일반음식점,19810310001,20251103,20251103,-,영업소폐쇄,(20250331)영업 시설물 전부 철거,경기도 동두천시,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-02 00:00:00.0,2025-11-19 15:41:05.355,경기도 동두천시,4695464,경기도,경기도 동두천시,2025-11-03
주인공은나야나,일반음식점,20160310113,20251103,20251103,-,영업소폐쇄,(20250331)영업 시설물 전부 철거,경기도 동두천시,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-02 00:00:00.0,2025-11-19 15:41:05.355,경기도 동두천시,4695457,경기도,경기도 동두천시,2025-11-03
헤링턴 가요주점,단란주점,20150461146,20251103,20251103,-,영업허가·등록취소,(20250911)폐업신고를 하지않음(관할 세무서장에게 폐업신고를 하거나 관할 세무서장이 사업자등록을 말소한 경우),충청남도 아산시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2027-11-02 00:00:00.0,2025-11-05 13:41:34.21,충청남도 아산시,4693034,충청남도,충청남도 아산시,2025-11-03
블랙라벨,일반음식점,20200435042,20251103,20251103,-,영업소폐쇄,(20250523)시설물 전부 철거(타영업 입점),충청북도 청주시 흥덕구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-02 00:00:00.0,2025-11-04 16:43:07.631,충청북도 청주시 흥덕구,4689538,충청북도,충청북도 청주시,2025-11-03
레드폭스,유흥주점영업,20140461709,20251103,20251103,-,영업허가·등록취소,(20250911)폐업신고를 하지않음(관할 세무서장에게 폐업신고를 하거나 관할 세무서장이 사업자등록을 말소한 경우),충청남도 아산시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2027-11-02 00:00:00.0,2025-11-05 13:41:34.21,충청남도 아산시,4693013,충청남도,충청남도 아산시,2025-11-03
한방닭강정,일반음식점,20110310092,20251103,20251103,-,영업소폐쇄,(20250331)영업 시설물 전부 철거,경기도 동두천시,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-02 00:00:00.0,2025-11-19 15:41:05.355,경기도 동두천시,4695465,경기도,경기도 동두천시,2025-11-03
진천스크린푸드,일반음식점,20120181223,20251104,20251104,-,영업소폐쇄,(20250619)영업시설물 전부 철거,대구광역시 달서구,,,영업소폐쇄,식품위생법 제37조(영업허가 등),2027-11-03 00:00:00.0,2025-11-05 17:40:59.183,대구광역시 달서구,4693110,대구광역시,대구광역시 달서구,2025-11-04
알찬밥집 마포아트센터점,일반음식점,20230094256,20251104,20251104,-,영업소폐쇄,(20250918)시설물 멸실,서울특별시 마포구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-03 00:00:00.0,2025-11-05 12:42:20.955,서울특별시 마포구,4686595,서울특별시,서울특별시 마포구,2025-11-04
블랙독PC방,휴게음식점,20190258524,20251104,20251229,-,영업소폐쇄,"(20251104)식품위생법 제36조(시설기준), 식품위생법 제37조(영업허가 등)",울산광역시 북구,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2027-11-03 00:00:00.0,2026-07-14 12:40:29.818,울산광역시 북구,4703730,울산광역시,울산광역시 북구,2025-11-04
장원건강원,즉석판매제조가공업,20000389077,20251104,20251104,-,영업소폐쇄,(20251002)영업을 하지 아니함에도 폐업신고를 하지 아니함,강원특별자치도 동해시,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-03 00:00:00.0,2025-11-05 13:41:34.21,강원특별자치도 동해시,4693045,강원특별자치도,강원특별자치도 동해시,2025-11-04
쏘시지요 해운대중동점,일반음식점,20220178183,20251105,20251105,-,영업소폐쇄,(20251020)영업시설물멸실,부산광역시 해운대구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-04 00:00:00.0,2025-11-06 14:41:16.908,부산광역시 해운대구,4693347,부산광역시,부산광역시 해운대구,2025-11-05
리윤 구전동화 청담점,일반음식점,20210108035,20251107,20251107,-,영업소폐쇄,(20250930)폐업신고를 하지 않고 철수함을 확인,서울특별시 강남구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-06 00:00:00.0,2025-11-15 23:40:26.916,서울특별시 강남구,4695012,서울특별시,서울특별시 강남구,2025-11-07
장경화,건강기능식품일반판매업,20040321019,20251107,20251126,-,영업소폐쇄,(20251126)영업시설의 전부를 철거한 경우,경기도 고양시 일산동구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2027-11-06 00:00:00.0,2025-11-27 12:40:50.99,경기도 고양시,4696884,경기도,경기도 고양시,2025-11-07
라바트,일반음식점,20070105863,20251107,20251107,-,영업소폐쇄,(20250930)폐업신고를 하지 않고 철수함을 확인,서울특별시 강남구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-06 00:00:00.0,2025-11-15 23:40:26.916,서울특별시 강남구,4695014,서울특별시,서울특별시 강남구,2025-11-07
(주)메가코리아,건강기능식품일반판매업,20190336554,20251107,20251126,-,영업소폐쇄,(20251126)영업시설의 전부를 철거한 경우,경기도 고양시 일산동구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2027-11-06 00:00:00.0,2025-11-27 12:40:50.99,경기도 고양시,4696865,경기도,경기도 고양시,2025-11-07
현대 C·D,건강기능식품일반판매업,20100320553,20251107,20251126,-,영업소폐쇄,(20251126)영업시설의 전부를 철거한 경우,경기도 고양시 일산동구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2027-11-06 00:00:00.0,2025-11-27 12:40:50.99,경기도 고양시,4696864,경기도,경기도 고양시,2025-11-07
스무살의원,건강기능식품일반판매업,20190337070,20251107,20251126,-,영업소폐쇄,(20251126)영업시설의 전부를 철거한 경우,경기도 고양시 일산동구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2027-11-06 00:00:00.0,2025-11-27 12:40:50.99,경기도 고양시,4696881,경기도,경기도 고양시,2025-11-07
왕후쌀빵나라,식품제조가공업,20230902026,20251107,20251107,-,영업허가·등록취소,(20250807)영업장 내 시설물 전부 철거,경상남도 합천군,,,영업허가ㆍ등록취소,식품위생법 제36조(시설기준),2027-11-06 00:00:00.0,2025-11-07 21:40:52.851,경상남도 합천군,4683711,경상남도,경상남도 합천군,2025-11-07
농업회사법인 주식회사 내몸애,식품제조가공업,20200335097,20251107,20251126,-,영업허가·등록취소,(20251126)영업시설의 전부를 철거한 경우,경기도 고양시 일산동구,,,영업허가ㆍ등록취소,식품위생법 제37조(영업허가 등),2027-11-06 00:00:00.0,2025-11-27 12:40:50.99,경기도 고양시,4696877,경기도,경기도 고양시,2025-11-07
스윗비,휴게음식점,20140106192,20251107,20251107,-,영업소폐쇄,(20250930)폐업신고를 하지 않고 철수함을 확인,서울특별시 강남구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-06 00:00:00.0,2025-11-15 23:40:26.916,서울특별시 강남구,4695011,서울특별시,서울특별시 강남구,2025-11-07
모어 매니 모어(MORE MANY MORE),일반음식점,20220131212,20251107,20251107,-,영업소폐쇄,(20250930)폐업신고를 하지 않고 철수함을 확인,서울특별시 강남구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-06 00:00:00.0,2025-11-15 23:40:26.916,서울특별시 강남구,4695008,서울특별시,서울특별시 강남구,2025-11-07
미강,일반음식점,20080106496,20251107,20251107,-,영업소폐쇄,(20250930)폐업신고를 하지 않고 철수함을 확인,서울특별시 강남구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-06 00:00:00.0,2025-11-15 23:40:26.916,서울특별시 강남구,4695009,서울특별시,서울특별시 강남구,2025-11-07
오야지,일반음식점,20230141108,20251107,20251107,-,영업소폐쇄,(20250930)폐업신고를 하지 않고 철수함을 확인,서울특별시 강남구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-06 00:00:00.0,2025-11-15 15:40:28.295,서울특별시 강남구,4694957,서울특별시,서울특별시 강남구,2025-11-07
엄마냉장고,일반음식점,20170108573,20251107,20251107,-,영업소폐쇄,(20250930)폐업신고를 하지 않고 철수함을 확인,서울특별시 강남구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-06 00:00:00.0,2025-11-15 23:40:26.916,서울특별시 강남구,4695010,서울특별시,서울특별시 강남구,2025-11-07
개화,일반음식점,20220251511,20251107,20251107,-,영업소폐쇄,(20250625)영업시설물 전부 멸실,인천광역시 미추홀구,,,영업소폐쇄,식품위생법 제37조(영업허가 등),2027-11-06 00:00:00.0,2026-07-01 00:55:46.815,인천광역시 미추홀구,4698973,인천광역시,인천광역시 미추홀구,2025-11-07
영심이포차,일반음식점,20120106271,20251107,20251107,-,영업소폐쇄,(20250930)폐업신고를 하지 않고 철수함을 확인,서울특별시 강남구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-06 00:00:00.0,2025-11-15 23:40:26.916,서울특별시 강남구,4695013,서울특별시,서울특별시 강남구,2025-11-07
두시기네 한식부페,일반음식점,20210387640,20251107,20251107,-,영업소폐쇄,(20250812)영업시설의 전부를 철거(시설물 멸실),경기도 광주시,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-06 00:00:00.0,2025-11-08 20:40:40.283,경기도 광주시,4684278,경기도,경기도 광주시,2025-11-07
지랄닭발 인천남구점,일반음식점,20030193912,20251107,20251107,-,영업소폐쇄,(20250625)영업시설물 전부 멸실,인천광역시 미추홀구,,,영업소폐쇄,식품위생법 제36조(시설기준),2027-11-06 00:00:00.0,2026-07-01 00:55:46.815,인천광역시 미추홀구,4696113,인천광역시,인천광역시 미추홀구,2025-11-07
가구공단,건강기능식품일반판매업,20040320555,20251107,20251126,-,영업소폐쇄,(20251126)영업시설의 전부를 철거한 경우,경기도 고양시 일산동구,,,영업소폐쇄,건강기능식품에 관한 법률 제4조(영업의 종류 및 시설기준) 1항,2027-11-06 00:00:00.0,2025-11-27 12:40:50.99,경기도 고양시,4696883,경기도,경기도 고양시,2025-11-07
필수장터(강촌점),즉석판매제조가공업,20220207007,20251110,20251110,-,영업소폐쇄,(20250917)영업시설 전부 철거,대구광역시 동구,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2027-11-09 00:00:00.0,2025-12-13 12:40:45.876,대구광역시 동구,4699701,대구광역시,대구광역시 동구,2025-11-10
수제비쿡,일반음식점,20210349370,20251110,20251111,-,영업소폐쇄,(20251017)시설물 멸실,경기도 남양주시,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2027-11-09 00:00:00.0,2025-11-12 20:41:02.073,경기도 남양주시,4693869,경기도,경기도 남양주시,2025-11-10
살롱드이래리,휴게음식점,20180167213,20251110,20251110,-,영업소폐쇄,(20251021)영업시설물 전부 철거,대구광역시 남구,,,식품위생법 위반에 영업소 폐쇄,식품위생법 제36조(시설기준),2027-11-09 00:00:00.0,2025-11-12 12:41:18.292,대구광역시 남구,4694199,대구광역시,대구광역시 남구,2025-11-10
막(MAK),휴게음식점,20170166227,20251110,20251110,-,영업소폐쇄,(20251021)영업시설물 전부 철거,대구광역시 남구,,,식품위생법 위반에 따른 영업소폐쇄,식품위생법 제36조(시설기준),2027-11-09 00:00:00.0,2025-11-12 12:41:18.292,대구광역시 남구,4694165,대구광역시,대구광역시 남구,2025-11-10
수제비쿡,즉석판매제조가공업,20210349005,20251110,20251111,-,영업소폐쇄,(20251017)시설물 멸실,경기도 남양주시,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2027-11-09 00:00:00.0,2025-11-12 20:41:02.073,경기도 남양주시,4693876,경기도,경기도 남양주시,2025-11-10
하와이안과일트럭,휴게음식점,20220215202,20251110,20251110,-,영업소폐쇄,(20251021)영업시설물 전부 철거,대구광역시 남구,,,식품위생법 위반에 따른 영업소 폐쇄,식품위생법 제36조(시설기준),2027-11-09 00:00:00.0,2025-11-12 13:41:16.8,대구광역시 남구,4694200,대구광역시,대구광역시 남구,2025-11-10
