PRDTNM,BSSHNM,MNFDT,DISTBTMLMT,ADDR,INSTT_NM,REGSTR_TELNO,BRCDNO,FRMLCUNIT,TEST_ITMNM,STDR_STND,TESTANALS_RSLT,CRET_DTM,RTRVLDSUSE_SEQ,PRDLST_REPORT_NO,LCNS_NO,REPORTR_TELNO,PRDLST_CD_NM,sido,sigungu,record_date
고수,홍*진,20260902,2026.09.02,경기 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,플루디옥소닐,0.01 mg/kg 이하,0.31 mg/kg,2026.09.02,3000233841,,,,고수(잎),경기,경기 포천시,2026-09-02
고춧잎(LOCAL-0902-6),송*덕,20260902,2026.09.02,전남광주통합특별시 나주시,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,피리다벤,2.0 이하,6.1,2026.09.03,3000233865,,,,고춧잎,전남광주통합특별시,전남광주통합특별시 나주시,2026-09-03
얼갈이,성*모,20260903,,경기 안성시,,,,,사이플루메토펜,0.01 mg/kg 이하(PLS),0.04 mg/kg,2026.09.04,3000233892,,,,엇갈이배추,경기,경기 안성시,2026-09-04
치커리,권현*,20260903,,경기도 포천시,경기도 경기도보건환경연구원,,,box(2kg),리뉴론,0.01 mg/kg,1.90 mg/kg,2026.09.04,3000233896,,,,치커리(잎),경기도,경기도 포천시,2026-09-04
치커리,권현*,20260903,,경기도 포천시,경기도 경기도보건환경연구원,,,box(2kg),카벤다짐,0.01 mg/kg,0.04 mg/kg,2026.09.04,3000233896,,,,치커리(잎),경기도,경기도 포천시,2026-09-04
고추잎,김*순,20260903,,전남광주통합특별시 장성군,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,디페노코나졸,0.01 mg/kg 이하(PLS),5.16 mg/kg,2026.09.04,3000233907,,,,고춧잎,전남광주통합특별시,전남광주통합특별시 장성군,2026-09-04
고구마줄기(N-0903-4),조*권,20260903,2026.09.03,전남광주통합특별시 광산구,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,카벤다짐,0.05 이하,0.12,2026.09.04,3000233913,,,,고구마줄기,전남광주통합특별시,전남광주통합특별시 광산구,2026-09-04
고춧잎(A-0903-9),고*석,20260903,2026.09.03,전남광주통합특별시 남구,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,클로로탈로닐,0.01 이하,0.5,2026.09.04,3000233943,,,,고춧잎,전남광주통합특별시,전남광주통합특별시 남구,2026-09-04
깻잎,김*숙,20260903,,전남광주통합특별시 장성군,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,프로파닐,0.01 mg/kg 이하(PLS),0.03 mg/kg,2026.09.04,3000233947,,,,들깻잎,전남광주통합특별시,전남광주통합특별시 장성군,2026-09-04
깻잎,김*숙,20260903,,전남광주통합특별시 장성군,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,트리사이클라졸,0.01 mg/kg 이하(PLS),0.36 mg/kg,2026.09.04,3000233947,,,,들깻잎,전남광주통합특별시,전남광주통합특별시 장성군,2026-09-04
배추,서*원,20260907,,강원 정선군,,,,,파목사돈,0.3 mg/kg 이하,2.1 mg/kg,2026.09.07,3000234069,,,,배추,강원,강원 정선군,2026-09-07
배추,서*원,20260907,,강원 정선군,,,,,디니코나졸,0.1 mg/kg 이하,0.4 mg/kg,2026.09.07,3000234069,,,,배추,강원,강원 정선군,2026-09-07
배추,서*원,20260907,,강원 정선군,,,,,티아클로프리드,0.3 mg/kg 이하,0.7 mg/kg,2026.09.07,3000234069,,,,배추,강원,강원 정선군,2026-09-07
오이,허*봉,20260907,2026.09.07,강원도 홍천군,서울특별시 보건환경연구원 강남농수산물검사소,,,,메토밀,0.01 mg/kg 이하,0.06 mg/kg,2026.09.07,3000234094,,,,오이,강원도,강원도 홍천군,2026-09-07
고춧잎,이*란,20260907,,충남 당진시,,,,,테부코나졸,5.0 mg/kg 이하,12.5 mg/kg 이하,2026.09.08,3000234098,,,,고춧잎,충남,충남 당진시,2026-09-08
고춧잎,이*란,20260907,,충남 당진시,,,,,플루벤디아마이드,0.01 mg/kg 이하(PLS),6.54 mg/kg 이하,2026.09.08,3000234098,,,,고춧잎,충남,충남 당진시,2026-09-08
우엉잎,석*희,20260907,,경상북도 칠곡군,대구광역시 보건환경연구원 식의약연구부,,,,아족시스트로빈,3.0 mg/kg 이하,4.0 mg/kg,2026.09.08,3000234109,,,,우엉(잎),경상북도,경상북도 칠곡군,2026-09-08
우엉잎,석*희,20260907,,경상북도 칠곡군,대구광역시 보건환경연구원 식의약연구부,,,,플루오피람,0.3 mg/kg 이하,1.3 mg/kg,2026.09.08,3000234109,,,,우엉(잎),경상북도,경상북도 칠곡군,2026-09-08
우엉잎,석*희,20260907,,경상북도 칠곡군,대구광역시 보건환경연구원 식의약연구부,,,,아이소피라잠,0.01 mg/kg 이하,0.44 mg/kg,2026.09.08,3000234109,,,,우엉(잎),경상북도,경상북도 칠곡군,2026-09-08
봄동(AD),김*호,20260831,,경상북도 영덕군,대구광역시 보건환경연구원 식의약연구부,,,,디니코나졸,0.3 mg/kg 이하,0.7 mg/kg,2026.09.08,3000234119,,,,봄동,경상북도,경상북도 영덕군,2026-09-08
제주 천혜향 아직도 까서 먹니,농업회사법인 (주)제주향,데이터없음,2028.07.15,제주특별자치도 서귀포시,경기도 경기도보건환경연구원 북부지원,,8809429114150,120ml,세균수,"n=5, c=1, m=100, M=1000","460, 470, 510, 400, 400",2026.09.08,3000234126,2015063158336,20150631583,,과.채주스,제주특별자치도,제주특별자치도 서귀포시,2026-09-08
맛난 연천콩 두부,콩이랑 베리랑,데이터없음,2026.09.11,경기도 연천군,경기도 경기도보건환경연구원 북부지원,,,500g,대장균군,"n=5, c=1, m=0, M=10","5, 50, 0, 5, 90",2026.09.08,3000234142,2014037608127,20140376081,,두부,경기도,경기도 연천군,2026-09-08
배추(강북유잔09-08-06),노*하,20260908,,강원 태백시,서울특별시 보건환경연구원 강북농수산물검사소,,,,메트코나졸,0.3 mg/kg 이하,1.0,2026.09.08,3000234161,,20260062506,,배추,강원,강원 태백시,2026-09-08
쑥갓,박*붕,데이터없음,2026.9.8.(수거일자),경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,다이아지논,0.01 mg/kg 이하 (기준 규격 없음),1.55 mg/kg,2026.09.08,3000234172,,,,쑥갓,경기도,경기도 포천시,2026-09-08
당귀,왕*엔,20260907,,강원특별자치도 평창군,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,플루벤디아마이드,0.01 mg/kg 이하(PLS 기준),0.16 mg/kg,2026.09.09,3000234187,,,,당귀(잎),강원특별자치도,강원특별자치도 평창군,2026-09-09
당귀,왕*엔,20260907,,강원특별자치도 평창군,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 각화농산물검사소,,,,펜디메탈린,0.01 mg/kg 이하(PLS 기준),0.26 mg/kg,2026.09.09,3000234187,,,,당귀(잎),강원특별자치도,강원특별자치도 평창군,2026-09-09
돈앞다리살,금천외양간,20260901,2026.09.06,서울특별시 금천구,서울특별시 보건환경연구원 동물위생시험소,,2031040043526,,플로르페니콜,0.3 mg/kg 이하,0.628 mg/kg,2026.09.09,3000234211,,20150084206,,돼지근육,서울특별시,서울특별시 금천구,2026-09-09
백목이버섯,성민통상 주식회사,데이터없음,"포장일자: 2026.4.2, 소비기한: 포장일로부터 24개월",경기도 안산시 상록구,광주청 유해물질분석과,,8809460180084,1kg,아세타미프리드,0.01 이하,0.05,2026.09.09,3000234234,,20230023177,,목이버섯,경기도,경기도 안산시,2026-09-09
목이버섯,(주)태양무역,데이터없음,"포장일자: 2026.5.26, 소비기한: 포장일로부터 2년",서울특별시 구로구,광주청 유해물질분석과,,2001870250005,1kg,카벤다짐,0.01 이하,0.17,2026.09.09,3000234237,,20200005547,,목이버섯,서울특별시,서울특별시 구로구,2026-09-09
미나리,농업회사 법인 케*엠,데이터없음,2026.9.9.(수거일자),경북 청도군,서울특별시 보건환경연구원 강남농수산물검사소,,,,플루트리아폴,0.01 mg/kg 이하 (기준 규격 없음),0.08 mg/kg,2026.09.09,3000234252,,,,미나리,경북,경북 청도군,2026-09-09
당근(강북유잔09-09-02),최*환,20260909,,강원도 강릉시,서울특별시 보건환경연구원 강북농수산물검사소,,,,메트코나졸,0.05 mg/kg 이하,0.16 mg/kg,2026.09.09,3000234276,,,,당근,강원도,강원도 강릉시,2026-09-09
전어,보*수산,20260907,2026.09.07,전남광주통합특별시 동구,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 식품미생물과,,,,장염비브리오,g당 100이하,230,2026.09.10,3000234310,,,,수산물,전남광주통합특별시,전남광주통합특별시 동구,2026-09-10
고춧잎,이*윤,20260908,2026.09.08,전남광주통합특별시 고흥군,전남광주통합특별시 전남보건환경연구원 동부지원 농산물검사소,,,,카벤다짐,0.01 이하,9.52,2026.09.10,3000234327,,,,고춧잎,전남광주통합특별시,전남광주통합특별시 고흥군,2026-09-10
고춧잎,이*윤,20260908,2026.09.08,전남광주통합특별시 고흥군,전남광주통합특별시 전남보건환경연구원 동부지원 농산물검사소,,,,피플루뷰마이드,0.01 이하,0.03,2026.09.10,3000234327,,,,고춧잎,전남광주통합특별시,전남광주통합특별시 고흥군,2026-09-10
고춧잎,이*윤,20260908,2026.09.08,전남광주통합특별시 고흥군,전남광주통합특별시 전남보건환경연구원 동부지원 농산물검사소,,,,플루벤디아마이드,0.01 이하,0.29,2026.09.10,3000234327,,,,고춧잎,전남광주통합특별시,전남광주통합특별시 고흥군,2026-09-10
쑥갓,전*진,데이터없음,260910(의뢰일자),경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,kg,메트코나졸,3.0 mg/kg 이하,11.8 mg/kg,2026.09.10,3000234365,,,,쑥갓,경기도,경기도 포천시,2026-09-10
취나물,김*옥,데이터없음,2026.9.10.(수거일자),충청남도 부여군,서울특별시 보건환경연구원 강남농수산물검사소,,,,페노뷰카브,0.01 mg/kg 이하 (기준 규격 없음),0.16 mg/kg,2026.09.10,3000234369,,,,취나물,충청남도,충청남도 부여군,2026-09-10
취나물,김*옥,데이터없음,2026.9.10.(수거일자),충청남도 부여군,서울특별시 보건환경연구원 강남농수산물검사소,,,,피리다벤,0.01 mg/kg 이하 (기준 규격 없음),0.29 mg/kg,2026.09.10,3000234369,,,,취나물,충청남도,충청남도 부여군,2026-09-10
S-1634 밤호박,김*례,20260910,,전남 함평군,인천광역시 보건환경연구원 식약연구부 삼산농산물검사소,,,,프로사이미돈,0.05 이하,0.2218,2026.09.11,3000234394,,,,단호박,전남,전남 함평군,2026-09-11
참나물,김*식,20260825,,경기도 구리시,서울특별시 보건환경연구원 강남농수산물검사소,,,,페니트로티온,0.01 mg/kg 이하,0.11 mg/kg,2026.09.11,3000234417,,,,참나물,경기도,경기도 구리시,2026-09-11
S-1640 쑥갓,길*신,20260911,,경기도 이천시,인천광역시 보건환경연구원 식약연구부 삼산농산물검사소,,,,다이아지논,0.01 이하,0.258,2026.09.11,3000234432,,,,쑥갓,경기도,경기도 이천시,2026-09-11
고추잎,염*규,20260910,2026.09.11,충청남도 홍성군,경기도 경기도보건환경연구원,,,1봉지(2kg),플루아지남,0.01 mg/kg 이하,1.57,2026.09.11,3000234441,,,,고춧잎,충청남도,충청남도 홍성군,2026-09-11
고추잎,염*규,20260910,2026.09.11,충청남도 홍성군,경기도 경기도보건환경연구원,,,1봉지(2kg),카벤다짐,0.01 mg/kg 이하,3.00,2026.09.11,3000234441,,,,고춧잎,충청남도,충청남도 홍성군,2026-09-11
곡성9-17(참나물),정*순,20260908,,전북특별자치도 완주군,전남광주통합특별시 전남보건환경연구원 동부지원 농산물검사소,,,,플루오피람,0.2 이하,0.3,2026.09.11,3000234448,,,,참나물,전북특별자치도,전북특별자치도 완주군,2026-09-11
곡성9-17(참나물),정*순,20260908,,전북특별자치도 완주군,전남광주통합특별시 전남보건환경연구원 동부지원 농산물검사소,,,,카벤다짐,2.0 이하,16.4,2026.09.11,3000234448,,,,참나물,전북특별자치도,전북특별자치도 완주군,2026-09-11
곡성9-21(꽈리고추),김*승,20260908,,강원특별자치도 평창군,전남광주통합특별시 전남보건환경연구원 동부지원 농산물검사소,,,,리뉴론,0.01 이하,0.04,2026.09.11,3000234457,,,,고추,강원특별자치도,강원특별자치도 평창군,2026-09-11
진도9-12(취나물),홍*록,20260908,,전남광주통합특별시 나주시,전남광주통합특별시 전남보건환경연구원 동부지원 농산물검사소,,,,아이소프로티올레인,0.01 이하,0.10,2026.09.11,3000234460,,,,취나물,전남광주통합특별시,전남광주통합특별시 나주시,2026-09-11
진도9-14(얼갈이),남*길,20260908,,전남광주통합특별시 나주시,전남광주통합특별시 전남보건환경연구원 동부지원 농산물검사소,,,,에마멕틴 벤조에이트,0.05 이하,0.06,2026.09.11,3000234463,,,,엇갈이배추,전남광주통합특별시,전남광주통합특별시 나주시,2026-09-11
